H K L Icalc Imeasured Err
5.740000000000000213e+00 5.000000000000000000e-01 -1.250000000000000000e+01 9.287893356014308210e+00 -7.218582423945190385e+01 1.472523145509944129e+02
5.259999999999999787e+00 5.000000000000000000e-01 -1.250000000000000000e+01 8.430293340601032526e+00 -2.320953177992487326e+01 1.472654517571925226e+02
5.740000000000000213e+00 5.000000000000000000e-01 -1.150000000000000000e+01 6.879367977130269374e+00 -3.876981898801750503e+01 1.457106172844237904e+02
5.259999999999999787e+00 5.000000000000000000e-01 -1.150000000000000000e+01 9.924804588798065430e-02 3.869195003228742280e+01 1.487908517909017405e+02
5.740000000000000213e+00 5.000000000000000000e-01 -1.050000000000000000e+01 1.999958765393144766e+00 4.758145367669931147e+01 1.498572446277117365e+02
5.259999999999999787e+00 5.000000000000000000e-01 -1.050000000000000000e+01 1.507416006486343329e+00 -6.995281416224315763e+00 1.508813371101451253e+02
5.740000000000000213e+00 5.000000000000000000e-01 -9.500000000000000000e+00 5.107979923953431367e+00 -8.793367701960960403e+00 1.488394755618020326e+02
5.259999999999999787e+00 5.000000000000000000e-01 -9.500000000000000000e+00 6.382518564812813544e+00 2.159797833371994784e+02 1.523147380730168265e+02
5.740000000000000213e+00 5.000000000000000000e-01 -8.500000000000000000e+00 7.438743473553320662e+00 5.315826751082204282e+01 1.491529089488244324e+02
5.259999999999999787e+00 5.000000000000000000e-01 -8.500000000000000000e+00 3.239465572962304751e+00 -2.013431540208985098e+02 1.499508875540006727e+02
5.740000000000000213e+00 5.000000000000000000e-01 -7.500000000000000000e+00 2.939497653455992232e+00 -4.179999898246023804e+00 1.515182151797268375e+02
5.259999999999999787e+00 5.000000000000000000e-01 -7.500000000000000000e+00 1.984377416859227639e+00 6.960978226835140958e+01 1.502489600629568542e+02
5.740000000000000213e+00 5.000000000000000000e-01 -6.500000000000000000e+00 5.515798375902902784e-01 4.974297687469515949e+00 1.498038437499292854e+02
5.259999999999999787e+00 5.000000000000000000e-01 -6.500000000000000000e+00 3.450946211522030627e+00 -1.069635421757702716e+02 1.501677821210145680e+02
5.740000000000000213e+00 5.000000000000000000e-01 -5.500000000000000000e+00 3.440348816308805624e+00 6.037593158148229122e+01 1.443542463438467678e+02
5.259999999999999787e+00 5.000000000000000000e-01 -5.500000000000000000e+00 1.425741343879099343e+00 7.937018896243534982e+01 1.475085140551215659e+02
5.740000000000000213e+00 5.000000000000000000e-01 -4.500000000000000000e+00 4.150432857049262125e+00 -3.917698457796650473e+02 1.465212761854059238e+02
5.259999999999999787e+00 5.000000000000000000e-01 -4.500000000000000000e+00 7.642380357801993596e-02 -7.074682578117062803e+01 1.498894253900187721e+02
5.740000000000000213e+00 5.000000000000000000e-01 -3.500000000000000000e+00 1.570827420978959887e+00 1.305866460803372320e+02 1.479403384814297340e+02
5.259999999999999787e+00 5.000000000000000000e-01 -3.500000000000000000e+00 3.043820753705777094e+00 1.874502699296572246e+02 1.561007724896805371e+02
5.740000000000000213e+00 5.000000000000000000e-01 -2.500000000000000000e+00 4.713133026043101470e-01 6.393422231206204742e+01 1.494363302442716019e+02
5.259999999999999787e+00 5.000000000000000000e-01 -2.500000000000000000e+00 2.395989407284546679e+00 4.524568385363090783e+01 1.492358727086922556e+02
5.740000000000000213e+00 5.000000000000000000e-01 -1.500000000000000000e+00 1.385952759328114903e+00 3.307170553356409073e+02 1.475519505970693785e+02
5.259999999999999787e+00 5.000000000000000000e-01 -1.500000000000000000e+00 1.399544646008938631e-01 5.285779202240519226e-01 1.479924710394924148e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.500000000000000000e+00 1.385952759414503577e+00 -4.334159178219852038e+01 1.454498253065038966e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.500000000000000000e+00 1.399544645956864175e-01 -1.423941702448937576e+02 1.483156828681697448e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.500000000000000000e+00 4.713133026087362176e-01 -2.187861424591392279e+01 1.434849390506717839e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.500000000000000000e+00 2.395989407261444271e+00 2.003905881907558069e+02 1.499945376609595087e+02
5.740000000000000213e+00 5.000000000000000000e-01 4.500000000000000000e+00 4.150432857074180859e+00 1.176706538357029785e+02 1.474005818449151377e+02
5.259999999999999787e+00 5.000000000000000000e-01 4.500000000000000000e+00 7.642380355688301041e-02 -2.863333379042978777e+01 1.522059447984349561e+02
5.740000000000000213e+00 5.000000000000000000e-01 5.500000000000000000e+00 3.440348816442691859e+00 -1.196154305458767340e+02 1.448970865793649523e+02
5.259999999999999787e+00 5.000000000000000000e-01 5.500000000000000000e+00 1.425741343837027886e+00 3.119546670962881763e+01 1.506758790112295401e+02
5.740000000000000213e+00 5.000000000000000000e-01 7.500000000000000000e+00 2.939497653520451337e+00 8.046475715878113988e+01 1.511640465466767296e+02
5.259999999999999787e+00 5.000000000000000000e-01 7.500000000000000000e+00 1.984377416880121148e+00 -1.291874254540161928e+02 1.518995377545147960e+02
5.740000000000000213e+00 5.000000000000000000e-01 8.500000000000000000e+00 7.438743473589396693e+00 4.062348974670749158e+01 1.478488525593790257e+02
5.259999999999999787e+00 5.000000000000000000e-01 8.500000000000000000e+00 3.239465573110977381e+00 1.505800054974970408e+02 1.515320394648438764e+02
5.740000000000000213e+00 5.000000000000000000e-01 9.500000000000000000e+00 5.107979923577375736e+00 6.968302349670557305e+01 1.491236666497422618e+02
5.259999999999999787e+00 5.000000000000000000e-01 9.500000000000000000e+00 6.382518564911098480e+00 -1.082404272785643116e+02 1.516234483406630318e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.050000000000000000e+01 1.999958765246109049e+00 5.074897262670856435e+01 1.494732020290209107e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.050000000000000000e+01 1.507416006543038201e+00 -5.495176209771307185e+01 1.539315397184270751e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.150000000000000000e+01 6.879367977231820142e+00 8.629541378165595233e+01 1.483508573143506339e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.150000000000000000e+01 9.924804592892037813e-02 -1.029775592093428713e+02 1.525311209488984900e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.250000000000000000e+01 9.287893356191919025e+00 3.715125413036730606e+00 1.476675044970442059e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.250000000000000000e+01 8.430293340641703992e+00 -1.661928219882101985e+02 1.491112928060884428e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.350000000000000000e+01 4.297377169583898926e+00 -1.530758233005326474e+01 1.520274464427827752e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.350000000000000000e+01 9.869368897636851656e+00 6.500540904150693677e+01 1.512734343960476053e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.450000000000000000e+01 6.107155230392044665e+00 2.943975671052248799e+01 1.502777930675620723e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.450000000000000000e+01 9.109077931654689653e-02 7.015432004197646165e+01 1.547531946980519706e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.650000000000000000e+01 7.535436824663464428e+00 -4.058813087758608162e+00 1.456314776571641403e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.650000000000000000e+01 1.042236122595555514e+01 3.564293269882909954e+01 1.475474175279434235e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.750000000000000000e+01 1.553043803263783218e+00 6.401809238098212518e+01 1.486497565538396373e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.750000000000000000e+01 8.343473832948301805e+00 4.098866727047425229e+01 1.507083449583755339e+02
5.740000000000000213e+00 5.000000000000000000e-01 1.850000000000000000e+01 1.251718727489670968e+01 -5.970381929533050425e+01 1.477839760509151006e+02
5.259999999999999787e+00 5.000000000000000000e-01 1.850000000000000000e+01 2.524708146078000315e+00 5.742330559066613205e+01 1.498477098608740334e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.050000000000000000e+01 3.340387798671729858e+00 -3.859848794825666118e+01 1.445940098497198960e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.050000000000000000e+01 7.577534350747558101e+00 9.611487880615459289e+01 1.465059842108711337e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.150000000000000000e+01 1.837254856266667263e-02 -5.781590826740648481e+01 1.458534781800764222e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.150000000000000000e+01 3.740188214628368257e+00 9.250446417448256398e+01 1.471260172445172714e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.250000000000000000e+01 1.833052885053950121e+01 -5.049667633262515665e+01 1.441269490956775599e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.250000000000000000e+01 7.705977757069513601e+00 -5.010854468549950980e+00 1.459636559546323156e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.350000000000000000e+01 1.950078135866648665e+01 5.236339260837121401e+01 1.429142367104621485e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.350000000000000000e+01 1.185946829876609598e+01 2.545117546321125701e+01 1.440033035493388240e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.450000000000000000e+01 2.511885122279840510e-01 1.820076737878844142e+01 1.457648769057159654e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.450000000000000000e+01 2.902562554806251249e+00 -1.845401561050548480e+02 1.460544632828836313e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.550000000000000000e+01 2.234777139670120594e+00 -3.155936845426913351e+01 1.449356217929832269e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.550000000000000000e+01 4.079123672547524393e-01 1.447177610014646234e+02 1.476825119556546611e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.650000000000000000e+01 2.042921270191188654e+01 1.256510225990496110e+01 1.428744523918923051e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.650000000000000000e+01 1.199003792377393474e+01 -4.000091288924340915e+01 1.421980433473559060e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.750000000000000000e+01 1.588297573350321379e+01 5.617528966447935090e+01 1.412505997410097791e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.750000000000000000e+01 1.349425165602817245e+01 1.103716644661326427e+02 1.426363613784634481e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.850000000000000000e+01 1.046291517811135163e+00 -6.647095078315305727e+01 1.430206511756787222e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.850000000000000000e+01 2.218423262698841492e-01 -1.287933555875461025e+02 1.453775537485928453e+02
5.740000000000000213e+00 5.000000000000000000e-01 2.950000000000000000e+01 8.077597008771366660e+00 -3.149992204158479581e+00 1.420996390604258295e+02
5.259999999999999787e+00 5.000000000000000000e-01 2.950000000000000000e+01 8.331843612809376465e-01 1.960085590981907444e+01 1.417722566289095312e+02
6.740000000000000213e+00 5.000000000000000000e-01 -2.650000000000000000e+01 2.069828849941731619e+01 4.942556546363630332e+01 1.392483389078781499e+02
6.259999999999999787e+00 5.000000000000000000e-01 -2.650000000000000000e+01 7.449626083509388152e+00 1.546872155303262844e+02 1.436415724667040195e+02
6.740000000000000213e+00 5.000000000000000000e-01 -2.550000000000000000e+01 1.083260828020642208e+01 -1.759882468590512872e+01 1.430919701491934006e+02
6.259999999999999787e+00 5.000000000000000000e-01 -2.550000000000000000e+01 1.615618652638159070e+00 6.484146528866403969e+01 1.466416103493558296e+02
6.740000000000000213e+00 5.000000000000000000e-01 -2.450000000000000000e+01 4.473759718739842128e+00 1.498513251823023893e+02 1.439073253932197645e+02
6.259999999999999787e+00 5.000000000000000000e-01 -2.450000000000000000e+01 1.173929470048885015e+01 1.765955764113459736e+01 1.451808756378530347e+02
6.740000000000000213e+00 5.000000000000000000e-01 -2.350000000000000000e+01 1.452031059592798989e+01 4.918633416618831689e-01 1.416129908148765821e+02
6.259999999999999787e+00 5.000000000000000000e-01 -2.350000000000000000e+01 1.496625506951693652e+01 -4.326406247917475412e+01 1.423075538928404455e+02
6.740000000000000213e+00 5.000000000000000000e-01 -2.050000000000000000e+01 9.997546565744352520e+00 3.894233438349328935e+01 1.446074167756954694e+02
6.259999999999999787e+00 5.000000000000000000e-01 -2.050000000000000000e+01 1.467331921050653065e+01 8.362565894104773179e+01 1.485646964094813427e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.950000000000000000e+01 1.774370040418996197e+01 6.759930966020328924e+01 1.425914575286442130e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.950000000000000000e+01 1.272447479538604220e+01 1.959312897085328586e+01 1.434230394269866338e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.850000000000000000e+01 6.602298380111579768e+00 1.714687597431475297e+01 1.439555206319324725e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.850000000000000000e+01 1.555439327888756551e-01 7.251601158724224661e+01 1.465303667065040827e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.750000000000000000e+01 3.917156495261318039e-01 -6.816747343471797649e+01 1.449927294424377919e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.750000000000000000e+01 3.261073596983029343e+00 2.986549181883892743e+02 1.504484993849914645e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.650000000000000000e+01 1.333555082263487712e+01 1.489380562527803704e+02 1.424368276698018576e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.650000000000000000e+01 1.197814460250693713e+01 4.030671051520039327e+01 1.466249432733357594e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.550000000000000000e+01 1.620887309829865686e+01 -2.747917058695747983e+01 1.461708397289231982e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.550000000000000000e+01 6.494054089260532514e+00 -8.856674980963407506e+01 1.477847781781145500e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.450000000000000000e+01 1.838890195496616808e+00 -1.770066159934503958e+01 1.485210344927405686e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.450000000000000000e+01 3.050816074402352474e+00 2.561012020982798276e+02 1.533853469177688851e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.350000000000000000e+01 2.250372600499393749e-01 1.050595998397329822e+02 1.475687727210867877e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.350000000000000000e+01 7.312154795561986553e+00 -5.309893735771765932e+01 1.494980753713520016e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.250000000000000000e+01 1.252933515423050892e+01 3.064493772675632499e+00 1.460413447867905461e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.250000000000000000e+01 5.434115476398450717e+00 -5.709535867878003046e+01 1.479180685090087195e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.050000000000000000e+01 1.631106703616098386e-01 1.412099157760676462e+02 1.482405020424623103e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.050000000000000000e+01 6.475317969855448830e+00 6.559538600122323260e+01 1.499238117646090132e+02
6.740000000000000213e+00 5.000000000000000000e-01 -9.500000000000000000e+00 1.100173317021534203e+00 6.304087406434700824e+01 1.504226384948051418e+02
6.259999999999999787e+00 5.000000000000000000e-01 -9.500000000000000000e+00 7.548477051304610441e+00 -1.520385649814852513e+01 1.496823967114154357e+02
6.740000000000000213e+00 5.000000000000000000e-01 -8.500000000000000000e+00 8.839661781491390258e+00 8.549027282022507279e+00 1.491947606535035220e+02
6.259999999999999787e+00 5.000000000000000000e-01 -8.500000000000000000e+00 5.362413283340419223e-01 6.880851149288355373e+01 1.515352567067363339e+02
6.740000000000000213e+00 5.000000000000000000e-01 -7.500000000000000000e+00 6.577298753885085780e+00 7.967579361500611412e+00 1.482055380661030313e+02
6.259999999999999787e+00 5.000000000000000000e-01 -7.500000000000000000e+00 3.319476252579972031e-01 8.953429580610099947e+01 1.549897671171199249e+02
6.740000000000000213e+00 5.000000000000000000e-01 -6.500000000000000000e+00 2.452301705989623579e-03 -2.926586466375738382e+01 1.489493906516642028e+02
6.259999999999999787e+00 5.000000000000000000e-01 -6.500000000000000000e+00 5.800323121593379483e+00 8.434264502457517665e+01 1.525125137345295911e+02
6.740000000000000213e+00 5.000000000000000000e-01 -5.500000000000000000e+00 1.060292946030013894e+00 5.764993119638529606e+01 1.490612762159817066e+02
6.259999999999999787e+00 5.000000000000000000e-01 -5.500000000000000000e+00 3.419729212067344370e+00 5.632595281943213195e+01 1.515904312426818592e+02
6.740000000000000213e+00 5.000000000000000000e-01 -4.500000000000000000e+00 5.224164730525663103e+00 1.195666183407302015e+02 1.497359953669271135e+02
6.259999999999999787e+00 5.000000000000000000e-01 -4.500000000000000000e+00 6.634195081060659804e-01 1.952684477344155312e+01 1.519497655670702159e+02
6.740000000000000213e+00 5.000000000000000000e-01 -3.500000000000000000e+00 3.873020133789394581e+00 -4.285914322329335846e+01 1.531608107133650662e+02
6.259999999999999787e+00 5.000000000000000000e-01 -3.500000000000000000e+00 2.583145800637372425e+00 5.963652556230954360e+01 1.559751268215114237e+02
6.740000000000000213e+00 5.000000000000000000e-01 -2.500000000000000000e+00 1.013683696888107930e-02 -5.604968295479193330e+01 1.483321007380904177e+02
6.259999999999999787e+00 5.000000000000000000e-01 -2.500000000000000000e+00 1.779202046814529314e+00 2.802526946070720442e+02 1.535715300560295873e+02
6.740000000000000213e+00 5.000000000000000000e-01 -1.500000000000000000e+00 3.457927436794849263e-01 -4.702863875124603510e+01 1.477315912283997648e+02
6.259999999999999787e+00 5.000000000000000000e-01 -1.500000000000000000e+00 8.678324644337702398e-02 2.155833585113286972e+02 1.512124501425891197e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.500000000000000000e+00 3.457927436712504576e-01 9.495669348363298923e+01 1.458929268119260030e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.500000000000000000e+00 8.678324643267544547e-02 -7.192013677407521755e+01 1.496008295535990555e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.500000000000000000e+00 1.013683696741772729e-02 -1.471023176278104074e+02 1.482287611261727989e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.500000000000000000e+00 1.779202046755806732e+00 2.083653293144889176e+02 1.512894834828250623e+02
6.740000000000000213e+00 5.000000000000000000e-01 3.500000000000000000e+00 3.873020133707581802e+00 -6.563899415003834292e+01 1.536130298131416794e+02
6.259999999999999787e+00 5.000000000000000000e-01 3.500000000000000000e+00 2.583145800539223380e+00 1.725870332014892483e+02 1.580746072827845978e+02
6.740000000000000213e+00 5.000000000000000000e-01 4.500000000000000000e+00 5.224164730605237672e+00 1.042036697072762763e+02 1.501274428119734807e+02
6.259999999999999787e+00 5.000000000000000000e-01 4.500000000000000000e+00 6.634195080679942125e-01 -8.666065735889424104e+01 1.518519057943109942e+02
6.740000000000000213e+00 5.000000000000000000e-01 5.500000000000000000e+00 1.060292946060155339e+00 -1.223243705786953797e+02 1.466263517018357732e+02
6.259999999999999787e+00 5.000000000000000000e-01 5.500000000000000000e+00 3.419729212099060334e+00 6.356294155470095575e+01 1.499956052755694031e+02
6.740000000000000213e+00 5.000000000000000000e-01 6.500000000000000000e+00 2.452301702612137788e-03 3.289709467557258904e+00 1.486832632279678705e+02
6.259999999999999787e+00 5.000000000000000000e-01 6.500000000000000000e+00 5.800323121662707138e+00 -1.635315966482085059e+01 1.538613068884167774e+02
6.740000000000000213e+00 5.000000000000000000e-01 7.500000000000000000e+00 6.577298753862518943e+00 9.937908582937234314e+01 1.493182874212825482e+02
6.259999999999999787e+00 5.000000000000000000e-01 7.500000000000000000e+00 3.319476252153011342e-01 8.179659916463424452e+01 1.544376549068892359e+02
6.740000000000000213e+00 5.000000000000000000e-01 8.500000000000000000e+00 8.839661781442561761e+00 -8.719403320504352450e+01 1.457051683837948133e+02
6.259999999999999787e+00 5.000000000000000000e-01 8.500000000000000000e+00 5.362413283057774205e-01 1.383392532041762024e+01 1.487364489625861665e+02
6.740000000000000213e+00 5.000000000000000000e-01 9.500000000000000000e+00 1.100173317107005166e+00 7.325503705773735419e+01 1.504553841608079097e+02
6.259999999999999787e+00 5.000000000000000000e-01 9.500000000000000000e+00 7.548477051350406697e+00 8.430741930882504676e+01 1.519715756428613815e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.050000000000000000e+01 1.631106703767445931e-01 6.636736515981465345e+01 1.485678004480764116e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.050000000000000000e+01 6.475317970038491744e+00 -7.991811492892156821e+01 1.510867406957396497e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.150000000000000000e+01 1.140423361147139936e+01 -5.442845759404008277e+01 1.466544391869940114e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.150000000000000000e+01 1.064623137266833330e+00 6.101925615960499272e+01 1.514213716181756126e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.250000000000000000e+01 1.252933515431571010e+01 5.314696427089802455e+01 1.460952286976026926e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.250000000000000000e+01 5.434115476409344225e+00 -2.787342447496484965e+01 1.497697221947010462e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.350000000000000000e+01 2.250372600581906357e-01 -8.058315512789704371e+01 1.477075439350232955e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.350000000000000000e+01 7.312154795213181124e+00 -5.530797737563261762e+01 1.518891712595290926e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.450000000000000000e+01 1.838890195613102518e+00 4.760568570840405300e+01 1.511494923132472934e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.450000000000000000e+01 3.050816074380021004e+00 9.841624765019514598e+01 1.569446475290727960e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.550000000000000000e+01 1.620887309829519296e+01 4.535420643898396520e+01 1.468593688360698479e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.550000000000000000e+01 6.494054089614892611e+00 4.380264021536277141e+01 1.500263244450987941e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.650000000000000000e+01 1.333555082243957202e+01 7.977238571640918963e+01 1.468740265822662820e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.650000000000000000e+01 1.197814460274333470e+01 -3.573308846709551290e+00 1.486512570799468449e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.750000000000000000e+01 3.917156495642498681e-01 -3.033399503400141839e+01 1.473567632498746889e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.750000000000000000e+01 3.261073596850968315e+00 7.595890528073141468e+01 1.486735720359790491e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.850000000000000000e+01 6.602298380264338462e+00 -4.076955036626895890e+01 1.455971286952156447e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.850000000000000000e+01 1.555439328183491066e-01 9.700390244711888954e+01 1.486710246835235125e+02
6.740000000000000213e+00 5.000000000000000000e-01 1.950000000000000000e+01 1.774370040441141683e+01 5.548837242467561737e+01 1.441311906652096013e+02
6.259999999999999787e+00 5.000000000000000000e-01 1.950000000000000000e+01 1.272447479539893322e+01 -7.243652716983342543e+01 1.470496958673426775e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.050000000000000000e+01 9.997546565678575803e+00 3.314815857418579981e+01 1.458128224478361119e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.050000000000000000e+01 1.467331921022240238e+01 9.375705552498402540e+01 1.526181073609405416e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.150000000000000000e+01 3.897092133003553727e+00 6.116565834984066896e+01 1.461836319481067221e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.150000000000000000e+01 2.137526883299491753e-01 -8.870156816403323319e+01 1.488590527382959863e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.250000000000000000e+01 1.384639009159570300e+01 1.059493998216348700e+02 1.436696560062210324e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.250000000000000000e+01 1.762864668177804628e+00 -5.198402739022276364e+01 1.450345064424780901e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.350000000000000000e+01 1.452031059573701377e+01 4.696095953030453529e+01 1.416993430442199156e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.350000000000000000e+01 1.496625506920666382e+01 -2.419700958167959470e+01 1.428312793473088504e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.450000000000000000e+01 4.473759718716199707e+00 4.994983217531989794e+01 1.444954982382267303e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.450000000000000000e+01 1.173929470071614034e+01 -9.563966854920727201e+01 1.462836023094578479e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.550000000000000000e+01 1.083260827991975894e+01 -1.386712184747884749e+02 1.440140992463717282e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.550000000000000000e+01 1.615618652757422335e+00 5.870078901678789407e+01 1.472341606186911918e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.750000000000000000e+01 8.145923964137134377e+00 3.233865346206584945e+01 1.412109198768184228e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.750000000000000000e+01 1.200958159949855109e+01 -5.144249566248618066e+01 1.432853446443307917e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.850000000000000000e+01 4.572952103600317342e-01 1.110857805163686862e+01 1.430859552488515760e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.850000000000000000e+01 5.828474605455221891e+00 -3.780854350759182125e+01 1.458157123712319958e+02
6.740000000000000213e+00 5.000000000000000000e-01 2.950000000000000000e+01 1.881039165066290764e+01 6.171440709696616977e+01 1.408467761521334580e+02
6.259999999999999787e+00 5.000000000000000000e-01 2.950000000000000000e+01 6.998086887798602440e+00 -1.208695247364812531e+01 1.410753981993718185e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.650000000000000000e+01 2.427892561147770678e+01 -6.623825524118728936e+00 1.408324788867078041e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.650000000000000000e+01 1.484820576874797737e+01 -1.290147693176404573e+02 1.403110244911282791e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.550000000000000000e+01 4.623453746736717385e+00 -1.360255069567938335e+02 1.412121284960148273e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.550000000000000000e+01 4.632396818336929623e-01 3.210109148779883981e+01 1.445837100739568086e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.450000000000000000e+01 1.495229997200097638e-01 4.158456233743345365e+01 1.428971712893575727e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.450000000000000000e+01 6.181326567068117228e+00 1.864084904370829463e+02 1.460032841561277905e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.350000000000000000e+01 2.064041347681996541e+01 4.016463737224694341e+01 1.404039636420329771e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.350000000000000000e+01 1.541108976100123229e+01 -6.099287000077310950e+01 1.433731413245623401e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.250000000000000000e+01 2.070448786272417863e+01 2.010314456367632374e+01 1.416223645651521110e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.250000000000000000e+01 7.329164869235204272e+00 6.841388789762277156e+00 1.442251746136452653e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.150000000000000000e+01 4.255903881566824309e-01 -2.093172050197608769e+01 1.461527833333328772e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.150000000000000000e+01 4.731597691790465632e+00 -3.097537597868358716e+01 1.465865271925997035e+02
7.740000000000000213e+00 5.000000000000000000e-01 -2.050000000000000000e+01 2.953292381280912871e+00 -3.593008303592796437e+00 1.438522529131304850e+02
7.259999999999999787e+00 5.000000000000000000e-01 -2.050000000000000000e+01 1.181367483371563765e+01 -1.938782699427611078e+01 1.464642311274615452e+02
7.740000000000000213e+00 5.000000000000000000e-01 -1.950000000000000000e+01 1.964122703706305018e+01 1.470191264769528061e+01 1.431042517838068306e+02
